País,Ano,Quantidade (Kg),Valor_USD
Portugal,2007,6805601,23945522
Portugal,2008,6213781,23826443
Portugal,2009,5884719,23688318
Portugal,2010,7801759,29299792
Portugal,2011,8556375,35247223
Portugal,2012,9714940,36190898
Portugal,2013,9299080,35729522
Portugal,2014,9735153,37071142
Portugal,2015,9952290,32547365
Portugal,2016,10821232,29495190
Portugal,2017,17345709,45032247
Portugal,2018,17698831,53237413
Portugal,2019,18228699,51444189
Portugal,2020,23627260,66353572
Portugal,2021,25925363,75668823
Portugal,2022,24108787,64795326
Portugal,2023,25099409,71970948
Portugal,2024,27460645,81087293
Reino Unido,1970,0,0
Reino Unido,1971,0,0
Reino Unido,1972,0,0
Reino Unido,1973,0,0
Reino Unido,1974,0,0
Reino Unido,1975,0,0
Reino Unido,1976,0,0
Reino Unido,1977,0,0
Reino Unido,1978,0,0
Reino Unido,1979,0,0
Reino Unido,1980,0,0
Reino Unido,1981,0,0
Reino Unido,1982,0,0
Reino Unido,1983,0,0
Reino Unido,1984,0,0
Reino Unido,1985,0,0
Reino Unido,1986,0,0
Reino Unido,1987,0,0
Reino Unido,1988,0,0
Reino Unido,1989,0,0
Reino Unido,1990,0,0
Reino Unido,1991,0,0
Reino Unido,1992,0,0
Reino Unido,1993,0,0
Reino Unido,1994,0,0
Reino Unido,1995,0,0
Reino Unido,1996,0,0
Reino Unido,1997,0,0
Reino Unido,1998,0,0
Reino Unido,1999,0,0
Reino Unido,2000,0,0
Reino Unido,2001,0,0
Reino Unido,2002,0,0
Reino Unido,2003,0,0
Reino Unido,2004,0,0
Reino Unido,2005,0,0
Reino Unido,2006,14909,56268
Reino Unido,2007,7056,67728
Reino Unido,2008,315,10257
Reino Unido,2009,10236,53375
Reino Unido,2010,621,22292
Reino Unido,2011,270,6021
Reino Unido,2012,406,26466
Reino Unido,2013,127,2789
Reino Unido,2014,315,9410
Reino Unido,2015,90,1352
Reino Unido,2016,5,255
Reino Unido,2017,16,1033
Reino Unido,2018,4126,51034
Reino Unido,2019,4819,46623
Reino Unido,2020,2586,22935
Reino Unido,2021,1164,9357
Reino Unido,2022,1655,19595
Reino Unido,2023,1808,32757
Reino Unido,2024,680,13781
Republica Dominicana,1970,0,0
Republica Dominicana,1971,0,0
Republica Dominicana,1972,0,0
Republica Dominicana,1973,0,0
Republica Dominicana,1974,0,0
Republica Dominicana,1975,0,0
Republica Dominicana,1976,0,0
Republica Dominicana,1977,0,0
Republica Dominicana,1978,0,0
Republica Dominicana,1979,0,0
Republica Dominicana,1980,0,0
Republica Dominicana,1981,0,0
Republica Dominicana,1982,0,0
Republica Dominicana,1983,0,0
Republica Dominicana,1984,0,0
Republica Dominicana,1985,0,0
Republica Dominicana,1986,0,0
Republica Dominicana,1987,0,0
Republica Dominicana,1988,0,0
Republica Dominicana,1989,0,0
Republica Dominicana,1990,0,0
Republica Dominicana,1991,0,0
Republica Dominicana,1992,0,0
Republica Dominicana,1993,0,0
Republica Dominicana,1994,0,0
Republica Dominicana,1995,0,0
Republica Dominicana,1996,0,0
Republica Dominicana,1997,0,0
Republica Dominicana,1998,0,0
Republica Dominicana,1999,0,0
Republica Dominicana,2000,0,0
Republica Dominicana,2001,0,0
Republica Dominicana,2002,0,0
Republica Dominicana,2003,0,0
Republica Dominicana,2004,0,0
Republica Dominicana,2005,0,0
Republica Dominicana,2006,0,0
Republica Dominicana,2007,0,0
Republica Dominicana,2008,0,0
Republica Dominicana,2009,0,0
Republica Dominicana,2010,0,0
Republica Dominicana,2011,0,0
Republica Dominicana,2012,0,0
Republica Dominicana,2013,0,0
Republica Dominicana,2014,0,0
Republica Dominicana,2015,0,0
Republica Dominicana,2016,0,43
Republica Dominicana,2017,0,0
Republica Dominicana,2018,2,13
Republica Dominicana,2019,0,0
Republica Dominicana,2020,0,0
Republica Dominicana,2021,0,0
Republica Dominicana,2022,0,0
Republica Dominicana,2023,0,0
Republica Dominicana,2024,0,0
Romênia,1970,0,0
Romênia,1971,0,0
Romênia,1972,0,0
Romênia,1973,0,0
Romênia,1974,0,0
Romênia,1975,0,0
Romênia,1976,0,0
Romênia,1977,0,0
Romênia,1978,0,0
Romênia,1979,0,0
Romênia,1980,0,0
Romênia,1981,0,0
Romênia,1982,0,0
Romênia,1983,0,0
Romênia,1984,0,0
Romênia,1985,0,0
Romênia,1986,0,0
Romênia,1987,0,0
Romênia,1988,0,0
Romênia,1989,0,0
Romênia,1990,0,0
Romênia,1991,0,0
Romênia,1992,0,0
Romênia,1993,0,0
Romênia,1994,0,0
Romênia,1995,0,0
Romênia,1996,0,0
Romênia,1997,0,0
Romênia,1998,0,0
Romênia,1999,0,0
Romênia,2000,0,0
Romênia,2001,0,0
Romênia,2002,0,0
Romênia,2003,0,0
Romênia,2004,0,0
Romênia,2005,0,0
Romênia,2006,0,0
Romênia,2007,0,0
Romênia,2008,0,0
Romênia,2009,0,0
Romênia,2010,0,0
Romênia,2011,0,0
Romênia,2012,33750,85321
Romênia,2013,0,0
Romênia,2014,4163,5629
Romênia,2015,5950,7925
Romênia,2016,0,0
Romênia,2017,18509,52150
Romênia,2018,13719,9695
Romênia,2019,5196,6706
Romênia,2020,30635,70269
Romênia,2021,33770,99562
Romênia,2022,47715,99616
Romênia,2023,36775,98835
Romênia,2024,24660,55142
Rússia,1970,0,0
Rússia,1971,0,0
Rússia,1972,0,0
Rússia,1973,0,0
Rússia,1974,0,0
Rússia,1975,0,0
Rússia,1976,0,0
Rússia,1977,0,0
Rússia,1978,0,0
Rússia,1979,0,0
Rússia,1980,0,0
Rússia,1981,0,0
Rússia,1982,0,0
Rússia,1983,0,0
Rússia,1984,0,0
Rússia,1985,0,0
Rússia,1986,0,0
Rússia,1987,0,0
Rússia,1988,0,0
Rússia,1989,0,0
Rússia,1990,0,0
Rússia,1991,0,0
Rússia,1992,0,0
Rússia,1993,0,0
Rússia,1994,0,0
Rússia,1995,0,0
Rússia,1996,0,0
Rússia,1997,0,0
Rússia,1998,0,0
Rússia,1999,0,0
Rússia,2000,0,0
Rússia,2001,0,0
Rússia,2002,0,0
Rússia,2003,0,0
Rússia,2004,0,0
Rússia,2005,0,0
Rússia,2006,0,0
Rússia,2007,0,0
Rússia,2008,0,0
Rússia,2009,0,0
Rússia,2010,0,0
Rússia,2011,0,0
Rússia,2012,0,0
Rússia,2013,0,0
Rússia,2014,0,0
Rússia,2015,0,0
Rússia,2016,0,43
Rússia,2017,0,0
Rússia,2018,17483,66160
Rússia,2019,0,0
Rússia,2020,0,0
Rússia,2021,32179,64905
Rússia,2022,0,0
Rússia,2023,0,0
Rússia,2024,0,0
San Marino,1970,0,0
San Marino,1971,0,0
San Marino,1972,0,0
San Marino,1973,0,0
San Marino,1974,0,0
San Marino,1975,0,0
San Marino,1976,0,0
San Marino,1977,0,0
San Marino,1978,0,0
San Marino,1979,0,0
San Marino,1980,0,0
San Marino,1981,0,0
San Marino,1982,0,0
San Marino,1983,0,0
San Marino,1984,0,0
San Marino,1985,0,0
San Marino,1986,0,0
San Marino,1987,0,0
San Marino,1988,0,0
San Marino,1989,0,0
San Marino,1990,0,0
San Marino,1991,0,0
San Marino,1992,0,0
San Marino,1993,0,0
San Marino,1994,0,0
San Marino,1995,0,0
San Marino,1996,0,0
San Marino,1997,0,0
San Marino,1998,0,0
San Marino,1999,0,0
San Marino,2000,0,0
San Marino,2001,0,0
San Marino,2002,0,0
San Marino,2003,0,0
San Marino,2004,0,0
San Marino,2005,0,0
San Marino,2006,0,0
San Marino,2007,0,0
San Marino,2008,0,0
San Marino,2009,0,0
San Marino,2010,0,0
San Marino,2011,0,0
San Marino,2012,0,0
San Marino,2013,0,0
San Marino,2014,0,0
San Marino,2015,0,0
San Marino,2016,0,0
San Marino,2017,0,0
San Marino,2018,0,0
San Marino,2019,0,0
San Marino,2020,0,0
San Marino,2021,1095,2237
San Marino,2022,0,0
San Marino,2023,0,0
San Marino,2024,0,0
Suazilândia,1970,0,0
Suazilândia,1971,0,0
Suazilândia,1972,0,0
Suazilândia,1973,0,0
Suazilândia,1974,0,0
Suazilândia,1975,0,0
Suazilândia,1976,0,0
Suazilândia,1977,0,0
Suazilândia,1978,0,0
Suazilândia,1979,0,0
Suazilândia,1980,0,0
Suazilândia,1981,0,0
Suazilândia,1982,0,0
Suazilândia,1983,0,0
Suazilândia,1984,0,0
Suazilândia,1985,0,0
Suazilândia,1986,0,0
Suazilândia,1987,0,0
Suazilândia,1988,0,0
Suazilândia,1989,0,0
Suazilândia,1990,0,0
Suazilândia,1991,0,0
Suazilândia,1992,0,0
Suazilândia,1993,0,0
Suazilândia,1994,0,0
Suazilândia,1995,0,0
Suazilândia,1996,0,0
Suazilândia,1997,0,0
Suazilândia,1998,0,0
Suazilândia,1999,0,0
Suazilândia,2000,0,0
Suazilândia,2001,0,0
Suazilândia,2002,0,0
Suazilândia,2003,0,0
Suazilândia,2004,0,0
Suazilândia,2005,0,0
Suazilândia,2006,0,0
Suazilândia,2007,0,0
Suazilândia,2008,0,0
Suazilândia,2009,0,0
Suazilândia,2010,0,0
Suazilândia,2011,0,0
Suazilândia,2012,0,0
Suazilândia,2013,0,0
Suazilândia,2014,0,0
Suazilândia,2015,0,0
Suazilândia,2016,0,0
Suazilândia,2017,0,0
Suazilândia,2018,0,0
Suazilândia,2019,0,0
Suazilândia,2020,0,0
Suazilândia,2021,0,0
Suazilândia,2022,0,0
Suazilândia,2023,320,6968
Suazilândia,2024,0,0
Suíça,1970,0,0
Suíça,1971,0,0
Suíça,1972,0,0
Suíça,1973,0,0
Suíça,1974,0,0
Suíça,1975,0,0
Suíça,1976,0,0
Suíça,1977,0,0
Suíça,1978,0,0
Suíça,1979,0,0
Suíça,1980,0,0
Suíça,1981,0,0
Suíça,1982,0,0
Suíça,1983,0,0
Suíça,1984,0,0
Suíça,1985,0,0
Suíça,1986,0,0
Suíça,1987,0,0
Suíça,1988,0,0
Suíça,1989,0,0
Suíça,1990,0,0
Suíça,1991,0,0
Suíça,1992,0,0
Suíça,1993,0,0
Suíça,1994,0,0
Suíça,1995,0,0
Suíça,1996,0,0
Suíça,1997,0,0
Suíça,1998,0,0
Suíça,1999,0,0
Suíça,2000,0,0
Suíça,2001,0,0
Suíça,2002,0,0
Suíça,2003,1900,3522
Suíça,2004,4658,5917
Suíça,2005,3841,9430
Suíça,2006,4222,6018
Suíça,2007,0,0
Suíça,2008,1194,5359
Suíça,2009,4860,13129
Suíça,2010,2483,8010
Suíça,2011,0,0
Suíça,2012,0,0
Suíça,2013,0,0
Suíça,2014,0,0
Suíça,2015,1125,6284
Suíça,2016,6,245
Suíça,2017,138,2873
Suíça,2018,559,7647
Suíça,2019,4510,63619
Suíça,2020,735,5848
Suíça,2021,7,157
Suíça,2022,0,0
Suíça,2023,2109,101111
Suíça,2024,541,3939
Sérvia,1970,0,0
Sérvia,1971,0,0
Sérvia,1972,0,0
Sérvia,1973,0,0
Sérvia,1974,0,0
Sérvia,1975,0,0
Sérvia,1976,0,0
Sérvia,1977,0,0
Sérvia,1978,0,0
Sérvia,1979,0,0
Sérvia,1980,0,0
Sérvia,1981,0,0
Sérvia,1982,0,0
Sérvia,1983,0,0
Sérvia,1984,0,0
Sérvia,1985,0,0
Sérvia,1986,0,0
Sérvia,1987,0,0
Sérvia,1988,0,0
Sérvia,1989,0,0
Sérvia,1990,0,0
Sérvia,1991,0,0
Sérvia,1992,0,0
Sérvia,1993,0,0
Sérvia,1994,0,0
Sérvia,1995,0,0
Sérvia,1996,0,0
Sérvia,1997,0,0
Sérvia,1998,0,0
Sérvia,1999,0,0
Sérvia,2000,0,0
Sérvia,2001,0,0
Sérvia,2002,0,0
Sérvia,2003,0,0
Sérvia,2004,0,0
Sérvia,2005,0,0
Sérvia,2006,0,0
Sérvia,2007,0,0
Sérvia,2008,0,0
Sérvia,2009,0,0
Sérvia,2010,0,0
Sérvia,2011,0,0
Sérvia,2012,0,0
Sérvia,2013,0,0
Sérvia,2014,0,0
Sérvia,2015,0,0
Sérvia,2016,0,0
Sérvia,2017,0,0
Sérvia,2018,0,0
Sérvia,2019,0,0
Sérvia,2020,0,0
Sérvia,2021,3471,8302
Sérvia,2022,0,0
Sérvia,2023,0,0
Sérvia,2024,2445,4140
Síria,1970,0,0
Síria,1971,0,0
Síria,1972,0,0
Síria,1973,0,0
Síria,1974,0,0
Síria,1975,0,0
Síria,1976,0,0
Síria,1977,0,0
Síria,1978,0,0
Síria,1979,0,0
Síria,1980,0,0
Síria,1981,0,0
Síria,1982,0,0
Síria,1983,0,0
Síria,1984,0,0
Síria,1985,0,0
Síria,1986,0,0
Síria,1987,0,0
Síria,1988,0,0
Síria,1989,0,0
Síria,1990,0,0
Síria,1991,0,0
Síria,1992,0,0
Síria,1993,0,0
Síria,1994,0,0
Síria,1995,0,0
Síria,1996,0,0
Síria,1997,0,0
Síria,1998,0,0
Síria,1999,0,0
Síria,2000,0,0
Síria,2001,0,0
Síria,2002,0,0
Síria,2003,0,0
Síria,2004,0,0
Síria,2005,0,0
Síria,2006,0,0
Síria,2007,0,0
Síria,2008,0,0
Síria,2009,0,0
Síria,2010,0,0
Síria,2011,0,0
Síria,2012,0,0
Síria,2013,0,0
Síria,2014,0,0
Síria,2015,0,0
Síria,2016,0,0
Síria,2017,398,269
Síria,2018,0,0
Síria,2019,641,409
Síria,2020,0,0
Síria,2021,484,1280
Síria,2022,1094,5187
Síria,2023,0,0
Síria,2024,0,0
"Tcheca, República",1970,0,0
"Tcheca, República",1971,0,0
"Tcheca, República",1972,0,0
"Tcheca, República",1973,0,0
"Tcheca, República",1974,0,0
"Tcheca, República",1975,0,0
"Tcheca, República",1976,0,0
"Tcheca, República",1977,0,0
"Tcheca, República",1978,0,0
"Tcheca, República",1979,0,0
"Tcheca, República",1980,0,0
"Tcheca, República",1981,0,0
"Tcheca, República",1982,0,0
"Tcheca, República",1983,0,0
"Tcheca, República",1984,0,0
"Tcheca, República",1985,0,0
"Tcheca, República",1986,0,0
"Tcheca, República",1987,0,0
"Tcheca, República",1988,0,0
"Tcheca, República",1989,0,0
"Tcheca, República",1990,0,0
"Tcheca, República",1991,0,0
"Tcheca, República",1992,0,0
"Tcheca, República",1993,0,0
"Tcheca, República",1994,0,0
"Tcheca, República",1995,0,0
"Tcheca, República",1996,0,0
"Tcheca, República",1997,0,0
"Tcheca, República",1998,0,0
"Tcheca, República",1999,0,0
"Tcheca, República",2000,0,0
"Tcheca, República",2001,0,0
"Tcheca, República",2002,0,0
"Tcheca, República",2003,0,0
"Tcheca, República",2004,0,0
"Tcheca, República",2005,0,0
"Tcheca, República",2006,0,0
"Tcheca, República",2007,0,0
"Tcheca, República",2008,0,0
"Tcheca, República",2009,0,0
"Tcheca, República",2010,0,0
"Tcheca, República",2011,0,0
"Tcheca, República",2012,0,0
"Tcheca, República",2013,0,0
"Tcheca, República",2014,0,0
"Tcheca, República",2015,0,0
"Tcheca, República",2016,0,0
"Tcheca, República",2017,0,0
"Tcheca, República",2018,0,0
"Tcheca, República",2019,0,0
"Tcheca, República",2020,0,0
"Tcheca, República",2021,225,5528
"Tcheca, República",2022,4950,12044
"Tcheca, República",2023,0,0
"Tcheca, República",2024,0,0
Tunísia,1970,0,0
Tunísia,1971,0,0
Tunísia,1972,0,0
Tunísia,1973,0,0
Tunísia,1974,0,0
Tunísia,1975,0,0
Tunísia,1976,0,0
Tunísia,1977,0,0
Tunísia,1978,0,0
Tunísia,1979,0,0
Tunísia,1980,0,0
Tunísia,1981,0,0
Tunísia,1982,0,0
Tunísia,1983,0,0
Tunísia,1984,0,0
Tunísia,1985,0,0
Tunísia,1986,0,0
Tunísia,1987,0,0
Tunísia,1988,0,0
Tunísia,1989,0,0
Tunísia,1990,0,0
Tunísia,1991,0,0
Tunísia,1992,0,0
Tunísia,1993,0,0
Tunísia,1994,0,0
Tunísia,1995,0,0
Tunísia,1996,0,0
Tunísia,1997,0,0
Tunísia,1998,0,0
Tunísia,1999,0,0
Tunísia,2000,0,0
Tunísia,2001,0,0
Tunísia,2002,0,0
Tunísia,2003,0,0
Tunísia,2004,0,0
Tunísia,2005,0,0
Tunísia,2006,0,0
Tunísia,2007,0,0
Tunísia,2008,0,0
Tunísia,2009,0,0
Tunísia,2010,0,0
Tunísia,2011,16420,37492
Tunísia,2012,19913,42918
Tunísia,2013,8000,20892
Tunísia,2014,0,0
Tunísia,2015,0,0
Tunísia,2016,0,0
Tunísia,2017,0,0
Tunísia,2018,0,0
Tunísia,2019,0,0
Tunísia,2020,0,0
Tunísia,2021,0,0
Tunísia,2022,0,0
Tunísia,2023,0,0
Tunísia,2024,0,0
Turquia,1970,0,0
Turquia,1971,0,0
Turquia,1972,0,0
Turquia,1973,0,0
Turquia,1974,0,0
Turquia,1975,0,0
Turquia,1976,0,0
Turquia,1977,0,0
Turquia,1978,0,0
Turquia,1979,0,0
Turquia,1980,0,0
Turquia,1981,0,0
Turquia,1982,0,0
Turquia,1983,0,0
Turquia,1984,0,0
Turquia,1985,0,0
Turquia,1986,0,0
Turquia,1987,0,0
Turquia,1988,0,0
Turquia,1989,0,0
Turquia,1990,0,0
Turquia,1991,0,0
Turquia,1992,0,0
Turquia,1993,0,0
Turquia,1994,0,0
Turquia,1995,0,0
Turquia,1996,0,0
Turquia,1997,0,0
Turquia,1998,0,0
Turquia,1999,0,0
Turquia,2000,0,0
Turquia,2001,0,0
Turquia,2002,0,0
Turquia,2003,0,0
Turquia,2004,0,0
Turquia,2005,0,0
Turquia,2006,0,0
Turquia,2007,0,0
Turquia,2008,0,0
Turquia,2009,0,0
Turquia,2010,0,0
Turquia,2011,0,0
Turquia,2012,0,0
Turquia,2013,0,0
Turquia,2014,0,0
Turquia,2015,32247,109741
Turquia,2016,0,0
Turquia,2017,0,0
Turquia,2018,1591,1245
Turquia,2019,0,0
Turquia,2020,17563,55039
Turquia,2021,0,0
Turquia,2022,22087,38817
Turquia,2023,0,0
Turquia,2024,3203,4997
Ucrânia,1970,0,0
Ucrânia,1971,0,0
Ucrânia,1972,0,0
Ucrânia,1973,0,0
Ucrânia,1974,0,0
Ucrânia,1975,0,0
Ucrânia,1976,0,0
Ucrânia,1977,0,0
Ucrânia,1978,0,0
Ucrânia,1979,0,0
Ucrânia,1980,0,0
Ucrânia,1981,0,0
Ucrânia,1982,0,0
Ucrânia,1983,0,0
Ucrânia,1984,0,0
Ucrânia,1985,0,0
Ucrânia,1986,0,0
Ucrânia,1987,0,0
Ucrânia,1988,0,0
Ucrânia,1989,0,0
Ucrânia,1990,0,0
Ucrânia,1991,0,0
Ucrânia,1992,0,0
Ucrânia,1993,0,0
Ucrânia,1994,0,0
Ucrânia,1995,0,0
Ucrânia,1996,0,0
Ucrânia,1997,0,0
Ucrânia,1998,0,0
Ucrânia,1999,0,0
Ucrânia,2000,0,0
Ucrânia,2001,0,0
Ucrânia,2002,0,0
Ucrânia,2003,0,0
Ucrânia,2004,0,0
Ucrânia,2005,0,0
Ucrânia,2006,0,0
Ucrânia,2007,0,0
Ucrânia,2008,0,0
Ucrânia,2009,0,0
Ucrânia,2010,0,0
Ucrânia,2011,0,0
Ucrânia,2012,0,0
Ucrânia,2013,0,0
Ucrânia,2014,0,0
Ucrânia,2015,0,0
Ucrânia,2016,5319,9679
Ucrânia,2017,865,931
Ucrânia,2018,0,0
Ucrânia,2019,4646,3074
Ucrânia,2020,0,0
Ucrânia,2021,0,0
Ucrânia,2022,0,0
Ucrânia,2023,0,0
Ucrânia,2024,0,0
Uruguai,1970,5767,1871
Uruguai,1971,1917,636
Uruguai,1972,7394,2741
Uruguai,1973,0,0
Uruguai,1974,0,0
Uruguai,1975,0,0
Uruguai,1976,0,0
Uruguai,1977,24191,33975
Uruguai,1978,32371,33900
Uruguai,1979,13320,22900
Uruguai,1980,8880,16800
Uruguai,1981,0,0
Uruguai,1982,0,0
Uruguai,1983,0,0
Uruguai,1984,0,0
Uruguai,1985,0,0
Uruguai,1986,0,0
Uruguai,1987,0,0
Uruguai,1988,0,0
Uruguai,1989,0,0
Uruguai,1990,0,0
Uruguai,1991,0,0
Uruguai,1992,11247,21795
Uruguai,1993,33040,69221
Uruguai,1994,35219,72528
Uruguai,1995,33150,73695
Uruguai,1996,72000,164299
Uruguai,1997,89117,209952
Uruguai,1998,277989,525654
Uruguai,1999,1712036,2756398
Uruguai,2000,1961733,3616134
Uruguai,2001,1668697,3122694
Uruguai,2002,1247891,2082552
Uruguai,2003,1096094,1630471
Uruguai,2004,660522,1089054
Uruguai,2005,512973,924066
Uruguai,2006,715474,1439538
Uruguai,2007,2387225,3131899
Uruguai,2008,920389,2089539
Uruguai,2009,750343,1953390
Uruguai,2010,1219387,3175051
Uruguai,2011,1264306,3481552
Uruguai,2012,1323884,3735892
Uruguai,2013,1372329,3740613
Uruguai,2014,1237537,3782282
Uruguai,2015,1399547,4069100
Uruguai,2016,2215692,5099162
Uruguai,2017,5009098,7751966
Uruguai,2018,2836574,8467846
Uruguai,2019,2778244,7938059
Uruguai,2020,4079076,10146829
Uruguai,2021,3788831,10063341
Uruguai,2022,3394161,9867675
Uruguai,2023,2905567,9276001
Uruguai,2024,3015429,9827906
Áustria,1970,1328,707
Áustria,1971,0,0
Áustria,1972,353,520
Áustria,1973,2310,2081
Áustria,1974,5301,7394
Áustria,1975,8835,5560
Áustria,1976,0,0
Áustria,1977,0,0
Áustria,1978,600,386
Áustria,1979,4250,3756
Áustria,1980,2385,5878
Áustria,1981,0,0
Áustria,1982,0,0
Áustria,1983,8400,7581
Áustria,1984,0,0
Áustria,1985,11830,5016
Áustria,1986,1740,3508
Áustria,1987,2520,7650
Áustria,1988,1800,7045
Áustria,1989,0,0
Áustria,1990,0,0
Áustria,1991,6180,21658
Áustria,1992,0,0
Áustria,1993,3580,5128
Áustria,1994,910,5612
Áustria,1995,1080,6205
Áustria,1996,0,0
Áustria,1997,4404,10594
Áustria,1998,8926,59378
Áustria,1999,83930,661104
Áustria,2000,0,0
Áustria,2001,770,0
Áustria,2002,0,0
Áustria,2003,0,0
Áustria,2004,1170,24677
Áustria,2005,1688,17321
Áustria,2006,1351,8359
Áustria,2007,1688,35247
Áustria,2008,11388,73348
Áustria,2009,1895,12073
Áustria,2010,2329,30075
Áustria,2011,6357,56227
Áustria,2012,8098,85116
Áustria,2013,56849,227204
Áustria,2014,2770,32116
Áustria,2015,360,3891
Áustria,2016,1485,7551
Áustria,2017,2655,24629
Áustria,2018,513995,1567866
Áustria,2019,348289,128379
Áustria,2020,6540,52348
Áustria,2021,13427,141822
Áustria,2022,7403,53974
Áustria,2023,16832,145475
Áustria,2024,17796,104965
